@RELATION RapidMinerData

@ATTRIBUTE 'Length1' real
@ATTRIBUTE 'Length2' real
@ATTRIBUTE 'Length3' real
@ATTRIBUTE 'Height' real
@ATTRIBUTE 'Width' real
@ATTRIBUTE 'Weight' real

@DATA
0.22330097087378642,0.22,0.23648648648648649,0.27551861439699105,0.32476319350473615,0.0
0.22524271844660196,0.22545454545454546,0.24155405405405406,0.25767038528957664,0.3309793640054128,0.06666666666666667
0.23106796116504852,0.2290909090909091,0.25168918918918914,0.254588300848589,0.31668640054127195,0.07272727272727272
0.25048543689320385,0.24727272727272726,0.26858108108108103,0.23658915988530702,0.3815403698691926,0.09090909090909091
0.2524271844660194,0.24727272727272726,0.2618243243243243,0.2847300419070615,0.35241880920162383,0.08787878787878788
0.2524271844660194,0.25636363636363635,0.27871621621621623,0.3079182289913284,0.3908293865584123,0.09696969696969697
0.2621359223300971,0.25636363636363635,0.27364864864864863,0.27986023240425806,0.32101375732972487,0.08484848484848485
0.26407766990291265,0.25636363636363635,0.27364864864864863,0.2711537791811291,0.3879679747406405,0.09696969696969697
0.2815533980582524,0.28363636363636363,0.31081081081081074,0.33699778275657916,0.39292963464140734,0.10242424242424242
0.2815533980582524,0.2727272727272727,0.3023648648648648,0.3010633481536515,0.36417456021650885,0.09757575757575758
0.283495145631068,0.27454545454545454,0.30405405405405406,0.3290110629998955,0.4340888588182229,0.12121212121212122
0.312621359223301,0.3054545454545454,0.3226351351351351,0.3110061177344648,0.4029093369418133,0.10909090909090909
0.32038834951456313,0.32,0.34459459459459457,0.4149147348014348,0.4861862877762743,0.17575757575757575
0.33980582524271846,0.3381818181818182,0.36824324324324326,0.3969910497660866,0.5252029769959405,0.16484848484848486
0.42718446601941745,0.4236363636363636,0.44256756756756754,0.45021650047014844,0.6071549391069013,0.23636363636363636
0.312621359223301,0.32,0.33614864864864863,0.38610217893502663,0.45105999097880023,0.16363636363636364
0.32233009708737864,0.3290909090909091,0.34628378378378377,0.37246206888545796,0.451186851601263,0.16363636363636364
0.3514563106796117,0.3563636363636364,0.3716216216216216,0.40918008427846725,0.5122350022553,0.18545454545454546
0.4077669902912621,0.41090909090909095,0.42567567567567566,0.5232926645229443,0.7772891294542175,0.32727272727272727
0.50873786407767,0.509090909090909,0.5202702702702703,0.5823340259800565,0.7789242219215156,0.48484848484848486
0.578640776699029,0.5745454545454546,0.5861486486486487,0.6167419291178621,0.7720737483085252,0.6060606060606061
0.11650485436893204,0.11454545454545452,0.13006756756756754,0.2971280312967972,0.18026894451962108,0.03333333333333333
0.13203883495145632,0.1290909090909091,0.14527027027027023,0.2814390025887188,0.17853518267929636,0.03636363636363636
0.17087378640776701,0.16909090909090907,0.1858108108108108,0.32949862438039074,0.22911028416779433,0.05454545454545454
0.1941747572815534,0.19272727272727272,0.21114864864864863,0.3867870865885795,0.2636586603518268,0.07272727272727272
0.2116504854368932,0.2109090909090909,0.2297297297297297,0.4158434231452352,0.3164749661705007,0.09090909090909091
0.22330097087378642,0.2236363636363636,0.2432432432432432,0.39522654191286577,0.3167004961659901,0.08484848484848485
0.22330097087378642,0.2236363636363636,0.2432432432432432,0.4450506715577587,0.3330514208389716,0.10303030303030303
0.2388349514563107,0.2381818181818182,0.25844594594594594,0.4648085160721126,0.29734720342805593,0.08787878787878788
0.26601941747572816,0.26545454545454544,0.28716216216216217,0.5001799333666114,0.36874154262516917,0.12121212121212122
0.30097087378640774,0.3018181818181818,0.3243243243243243,0.5432594639146534,0.4364569237708616,0.16545454545454547
0.32038834951456313,0.32,0.3412162162162162,0.5595115099311609,0.4491429860171403,0.18181818181818182
0.0,0.0,0.0,0.022265303042615196,0.05080063148398735,0.003575757575757576
0.0970873786407767,0.09636363636363635,0.09966216216216213,0.1044542214689528,0.1341339648173207,0.019393939393939394
0.12233009708737866,0.12,0.1216216216216216,0.12163495582926065,0.1951398285972034,0.024242424242424242
0.14563106796116504,0.1418181818181818,0.14189189189189186,0.16623521354027604,0.22327469553450613,0.031212121212121212
0.15922330097087378,0.1636363636363636,0.16385135135135134,0.16597982424573096,0.2669570365358593,0.04242424242424243
0.16893203883495145,0.17454545454545453,0.17567567567567563,0.20280231707741783,0.3205345060893099,0.06060606060606061
0.18058252427184468,0.18727272727272726,0.179054054054054,0.20145571897890718,0.2925969778980605,0.04727272727272727
0.18834951456310678,0.19272727272727272,0.19256756756756754,0.22679730216036126,0.28227898060442036,0.048484848484848485
0.2,0.20363636363636364,0.2027027027027027,0.19788026885527554,0.28039016689219665,0.051515151515151514
0.2077669902912621,0.2109090909090909,0.20608108108108106,0.19465307686056907,0.24306495263870093,0.051515151515151514
0.22330097087378642,0.2290909090909091,0.2314189189189189,0.23008834147870402,0.35343369418132614,0.06666666666666667
0.22330097087378642,0.2290909090909091,0.2314189189189189,0.24314802131339752,0.31854702300405957,0.0696969696969697
0.22330097087378642,0.2290909090909091,0.2314189189189189,0.23008834147870402,0.36929127198917455,0.07575757575757576
0.22912621359223304,0.23454545454545456,0.23648648648648649,0.27022509083732865,0.3504736129905277,0.07878787878787878
0.24271844660194175,0.24727272727272726,0.2483108108108108,0.25432130294974636,0.3326426477221471,0.07272727272727272
0.24271844660194175,0.24727272727272726,0.2483108108108108,0.22704108285060887,0.3492050067658999,0.07272727272727272
0.24271844660194175,0.24727272727272726,0.2483108108108108,0.25432130294974636,0.3492050067658999,0.07878787878787878
0.24271844660194175,0.24727272727272726,0.2483108108108108,0.24068119290017762,0.3492050067658999,0.08181818181818182
0.24271844660194175,0.24727272727272726,0.2483108108108108,0.2202210278258245,0.41545444294091116,0.06666666666666667
0.2524271844660194,0.25636363636363635,0.25675675675675674,0.2395783754919146,0.36315967523680653,0.07878787878787878
0.2524271844660194,0.25636363636363635,0.25675675675675674,0.29390664360423946,0.36315967523680653,0.09090909090909091
0.2563106796116505,0.25999999999999995,0.2601351351351351,0.2452201571805022,0.36400541271989173,0.08787878787878788
0.2621359223300971,0.26545454545454544,0.2652027027027027,0.20257594929361641,0.36344158773116825,0.09090909090909091
0.27184466019417475,0.27454545454545454,0.27364864864864863,0.2638984014951883,0.3773962562020749,0.10303030303030303
0.2815533980582524,0.28363636363636363,0.28209459459459457,0.3229861973694903,0.37711434370771313,0.13636363636363635
0.2815533980582524,0.28363636363636363,0.28209459459459457,0.2697027036439409,0.3914918809201624,0.08787878787878788
0.29320388349514565,0.2945454545454546,0.29391891891891886,0.2905053225450704,0.4395297699594046,0.11393939393939394
0.30097087378640774,0.3018181818181818,0.29898648648648646,0.27344647852988635,0.3715465719440686,0.10909090909090909
0.3106796116504854,0.3127272727272728,0.3074324324324324,0.28049870564062085,0.44984776725304465,0.1193939393939394
0.33980582524271846,0.3290909090909091,0.3243243243243243,0.3157308196835495,0.4364569237708616,0.1321212121212121
0.3436893203883495,0.34363636363636363,0.33614864864864863,0.38277050950164265,0.5764687640956248,0.18181818181818182
0.34757281553398056,0.3472727272727273,0.339527027027027,0.31568438526635945,0.4633795669824087,0.15757575757575756
0.34757281553398056,0.3472727272727273,0.339527027027027,0.30897461198240134,0.4633795669824087,0.1606060606060606
0.34757281553398056,0.3472727272727273,0.339527027027027,0.3223941585503175,0.49596865133062706,0.15151515151515152
0.3572815533980582,0.3563636363636364,0.3479729729729729,0.3535980869020118,0.44494248985115026,0.15151515151515152
0.37669902912621356,0.369090909090909,0.3597972972972973,0.33994636824814556,0.5057228236355436,0.18181818181818182
0.39417475728155343,0.39272727272727276,0.38513513513513514,0.34171087610136636,0.5249210645015788,0.19393939393939394
0.44660194174757284,0.4436363636363636,0.42567567567567566,0.4818499471808504,0.7006089309878214,0.3115151515151515
0.47572815533980584,0.47454545454545455,0.4679054054054054,0.4949966915477752,0.7526922643211548,0.336969696969697
0.4854368932038835,0.48363636363636364,0.48141891891891886,0.5664998897182592,0.951186851601263,0.509090909090909
0.5145631067961165,0.510909090909091,0.5101351351351351,0.5312445584667356,0.8198579161028418,0.41515151515151516
0.5145631067961165,0.5018181818181818,0.49831081081081074,0.5154626609242771,0.8024921064501579,0.42424242424242425
0.5242718446601942,0.52,0.5168918918918919,0.5285745794783093,0.7353687415426252,0.42424242424242425
0.5262135922330098,0.52,0.5152027027027026,0.5132918519206435,0.7497462787550745,0.41818181818181815
0.5631067961165048,0.5563636363636364,0.5506756756756755,0.5460803547589472,0.9085757780784846,0.5454545454545454
0.5631067961165048,0.5563636363636364,0.5506756756756755,0.5460803547589472,0.6984945872801083,0.3939393939393939
0.5650485436893204,0.5563636363636364,0.5489864864864865,0.6212286546788479,0.8885599909788002,0.49696969696969695
0.570873786407767,0.5745454545454546,0.5658783783783784,0.5920504277770683,0.8540257104194858,0.5151515151515151
0.5728155339805825,0.5745454545454546,0.5692567567567568,0.5805230837096456,0.8707431213351375,0.5454545454545454
0.5728155339805825,0.5745454545454546,0.5675675675675674,0.6182974820937279,0.9042061344158774,0.6151515151515151
0.5747572815533981,0.5745454545454546,0.5692567567567568,0.5459874859245673,0.786874154262517,0.49696969696969695
0.6116504854368932,0.610909090909091,0.6047297297297296,0.6426407253055965,0.8204781235904376,0.6666666666666666
0.6271844660194175,0.6290909090909091,0.6148648648648649,0.592294208467316,0.8781010374379793,0.6060606060606061
0.6330097087378641,0.6290909090909091,0.6199324324324325,0.625941748023635,0.8977362426702752,0.6666666666666666
0.6349514563106796,0.6381818181818182,0.6283783783783784,0.6312526844897437,1.0,0.6060606060606061
0.6524271844660194,0.6472727272727273,0.6385135135135135,0.6245661284143806,0.923009697789806,0.6060606060606061
0.4368932038834951,0.4345454545454545,0.4391891891891891,0.22286198530350695,0.32814614343707715,0.12121212121212122
0.4699029126213592,0.46545454545454545,0.4898648648648648,0.23097639970746317,0.43843031123139387,0.18181818181818182
0.48932038834951463,0.48363636363636364,0.5067567567567567,0.24424503441951176,0.47034280559314395,0.18181818181818182
0.5300970873786407,0.5254545454545454,0.5236486486486486,0.2646761779831211,0.4189501578709969,0.18181818181818182
0.5436893203883495,0.5381818181818182,0.5354729729729729,0.3228120683050277,0.49742050067659005,0.2606060606060606
0.5533980582524272,0.5472727272727272,0.543918918918919,0.27092160709517893,0.4129172304916554,0.20909090909090908
0.6310679611650486,0.62,0.6199324324324325,0.32223163809015243,0.4616176138926477,0.27636363636363637
0.6310679611650486,0.62,0.6199324324324325,0.2958220633133279,0.48085814163283713,0.3090909090909091
0.6330097087378641,0.6290909090909091,0.625,0.35160140696284087,0.575383400992332,0.32727272727272727
0.6699029126213593,0.6654545454545455,0.6621621621621622,0.30365787121414395,0.5424560216508796,0.30303030303030304
0.6932038834951457,0.6836363636363637,0.6739864864864865,0.351949665091766,0.5387911592241769,0.34363636363636363
0.7242718446601941,0.72,0.7162162162162162,0.345448846685163,0.6101150202976997,0.4666666666666667
0.7922330097087378,0.7872727272727273,0.7820945945945945,0.4177820600629186,0.7222034280559314,0.5757575757575758
0.8640776699029126,0.8654545454545455,0.8597972972972974,0.5199435821831141,0.8368995263870095,0.7575757575757576
0.941747572815534,0.9381818181818182,0.9324324324324325,0.456891447941214,0.7183694181326117,0.9696969696969697
0.941747572815534,0.9381818181818182,0.9324324324324325,0.456891447941214,0.7183694181326117,0.9393939393939394
1.0,1.0,1.0,0.5272395899840961,0.9066869643662608,1.0
0.03495145631067963,0.025454545454545462,0.03378378378378378,6.036474234702742E-4,0.0,0.0040606060606060606
0.04854368932038835,0.03818181818181818,0.04729729729729728,0.01413928003436147,0.015843482183130333,0.004545454545454545
0.050485436893203874,0.03999999999999999,0.04729729729729728,0.0,0.014208389715832208,0.004242424242424243
0.05631067961165049,0.047272727272727265,0.054054054054054036,0.02714091684756743,0.046853856562922847,0.005878787878787878
0.06213592233009707,0.05090909090909089,0.0608108108108108,0.020593664023774435,0.03236355435272889,0.00593939393939394
0.06407766990291264,0.052727272727272734,0.06418918918918917,0.014499146767584134,0.03349120433017589,0.005272727272727273
0.0737864077669903,0.06181818181818183,0.07263513513513511,0.028179886932194156,0.03329386558412269,0.006060606060606061
0.0737864077669903,0.06181818181818183,0.07263513513513511,0.028179886932194156,0.0166751240414975,0.006
0.07572815533980583,0.06545454545454545,0.0743243243243243,0.02762847822806265,0.014208389715832208,0.00593939393939394
0.07766990291262135,0.06909090909090908,0.07770270270270269,0.021011573778484605,0.04877086152458276,0.007393939393939394
0.08155339805825242,0.07272727272727272,0.07939189189189187,0.04072298387564864,0.031207713125845714,0.008121212121212121
0.08932038834951456,0.08363636363636363,0.08445945945945946,0.03184240158805708,0.02934709066305818,0.007393939393939394
0.11067961165048543,0.10727272727272728,0.10810810810810807,0.06642443379032538,0.14371898962562024,0.011939393939393939
0.12233009708737866,0.12,0.12499999999999997,0.06987218926668447,0.11721921515561569,0.01206060606060606
